clean_textdisplay,predicted_sentiment,confidence_score
pemikiran gw sama kaya ko lung lung kalo mau coba electric vehicle better motor dulu kalo mobil masih tricky dan high riskdari segi duit d,positive,0.9580058
mobil konvensional th jkt sby masih enak mobil electric vehicle sudah jadi bangke brbatere electric vehicle katanya garansi life time setelah th sudah nggak ada kerena teknologi berbeda sama aja jadi bangke brbiaya murah brapaan murah beli wuling electric vehicle jt beli ayla jt brbeda jt beli tuh jt untuk bensin untuk berapa tahun,negative,0.9295527
banyak kok yang masih kurang pinter kecuali ya mau buang duit beli electric vehicle,positive,0.99765563
jangan lupa berapa ratus juta yg di hemat dari tidak beli bahan bakar minyak selama tahun broo,neutral,0.9747906
saya nunggu mobil motor energi nuklir,neutral,0.81416047
"untuk electric vehicle wuling, baterai,motor penggerak dan control unit di garansi lifetime",neutral,0.9986203
ga cuma electric vehicle wuling aja sbnernya mg dan mungkin beberapa merk lainnya juga dah lifetime waranty tapi iya kenapa ya chanel ini kadang gw ngerasa kayak terlalu ngeliatin sisi jeleknya kendaraan listrik padahal kalo diliat positifnya juga bnyak pertama dari segi ramah lingkungan bagi pengguna jalan lain dalam artian liat lah jakarta pas covid ga ada mobil jadi bersih langitnya masuk berita kan karena ga ada asep darinkendaraan bensin itu salah satunya terlepas dari dari mana sumber listriknya ya klo ngomongin sumber listrik kita sama pake batu bara buat listrik rumah belum atau ada tapi ga bnyak ya gw lupa kalo pltn di indonesia kalo ada pltn ya semkin bersih lagi buat bumi,positive,0.9937878
thn itu estimasi kan lg ngomongin penurunan harga nya yg anjlok brrata pembuktian kendaraan awet atau enggak di usia sekitar tahun brmakanya tidak disarankan menjadikan electric vehicle satunya kendaraan karna blm terbukti tahannya brp lama,positive,0.9814424
bluedbird pake byd electric vehicle model e atau e sejak mid masuk tahun ke mulai dijual kabarnya harga jutan coba aja cek sendiri benertdk harganya ngak murah jg itu nyata dan bluebird order byd m utk gantiin armada tadinya artinya mereka happy pake mobil listrik untung lebih gede dr pd mobil ice krn harga minyak makin naik dan dollar cenderung naik terus,negative,0.9958294
daritadi orang orang pada bilang buzzer electric vehicle tapi kenapa kalian juga ga bisa lawan debat mereka dengan data data tapi kenapa sih kalian ga bisa bikin bungkam mereka sebaliknya kalian yang terbungkam dengan data data merekabrbrapa jangan jangan kalian yang buzzer anti electric vehicle karena udah dikasi tau masih aja ngeyel batry electric vehicle itu ga mungkin rusak tahun lagi karena usia cycle nya bisa nyentuh angka juta km emangnya situ tahun udah nyentuh juta km terus udah dikasi tau kenapa masih ga trima terbukti kan bahwa kalian yang buzzer anti electric vehicle,positive,0.998779
isu nya dari orang dlm ring satu tahun paling lama th kedepan ke jkt tidak berlaku lagi ganjil genap tp di rubah menjadi yg boleh masuk ke jkt mobil listrik atau mobil hybrid saja dan org jabodetabek yg mau masuk ke jkt dipaksa parkir di transportasi umum sperti mrt lrt dan tarif mrt lrt akan dimurah kan yg bisa masuk ke jkt hanya mobil electric vehicle atau mobil hybrit saja di jam subuk,positive,0.87762976
paling gampang bikin permen harga pertamax sejenis ke atas semahal mahalnya dan pengetatan pemakaian petralite dimulai dengan ai mobil apa yang boleh dan ga boleh isi petralite,neutral,0.77351874
skrg kl ngk salah untuk byd lifetime garanty nya sudah boleh pindah tangan ke orang lain ke org ke,neutral,0.5469107
"setiap posting electric vehicle dari domo terhadap mobil listrik tidak comprehensive sepertinya ya, saya agak kecewa sebagai subscriber karena penggiringan opini sangat berasa sekali mengingat bengkel mobil conventional pasti akan jauh lebih menguntungkan dilihat dari banyaknya komponen yang harus di service dan di replace serta jumlah populasi yang saat ini lebih besar. 1. saya setuju terhadap statement bahwa harga mobil listrik anjlok dan salah satunya disebabkan oleh research baterai mobil yang progresif namun itu juga membuat oportunity bahwa pada 10 tahun kedepan harga baterai replacement untuk electric vehicle akan jauh lebih murah. perlu diingat bahwa major komponen dari electric vehicle adalah baterai sehingga once diganti mobil 80% jadi kembali baru. 2. infrastruktur yang kurang seimbang saya juga setuju namun perlu diingat bahwa main charging station electric vehicle adalah di rumah. banyak bantuan pemerintah dari harga listrik dan pemasangan listrik baru buat electric vehicle karena memang seharusnya untuk aktivitas umum di chargenya ya di rumah. cost untuk mengisi daya mobil listrik estimasi kasar kisaran 1/7 dibanding mengisi mobil bensin non hyrid.  charging station memang menjadi cadangan terutama untuk bepergian jarak jauh sehingga electric vehicle memang saat ini masih cocok untuk dalam kota dan luar kota jarak dekat (ini saya setuju). 3. dari segi biaya pun karena tidak ada mesin berbahan bakar,  menyebabkan komponen yang harus di service menjadi sedikit karena tidak ada transmisi, ganti oli, busi, mounting dll sehingga service rutin biasanya 100 - 500 ribu saja belum lagi pajak pkb dan bbnkb 0% paling hanya bayar swdkllj 100 ribuan.  walau kalau dihitung sepuluh tahunan plus minus balance karena harus ganti baterai mobil. namun perlu diingat pada poin pertama dengan berkembangnya baterai yang cepat harga baterai 10 tahun kedepan kemungkinan akan jauh lebih murah melihat tren yang sama  harga baterai electric vehicle 10 tahun kebelakang,selain itu faktor lain untuk membeli mobil listrik juga environment research terbaru menyatakan walaupun pembangkit listrik dan infrastruktur lainnya belum sepenuhnya ",positive,0.9702561
tebar fear terus si ll kalau bengkel konvensional tidak belajar upgrade ke bengkel electric vehicle bakal disikat bersih dalam tahun ke depan terutama si domo inibrbrbaterai electric vehicle itu sudah pake lfp boss bisa mencapai tahunan tolong update ilmu keliatan banget ketar ketirbrbrsebagai pengguna electric vehicle byd byd seal gw yakin banget gak bakal balik ke mobil bensin lagi,positive,0.9935453
dia dah ada bengkel electric vehicle dan punya sertifikat keahlian perbaikan electric vehicle dari malaysia kau yg tak tau,neutral,0.9944832
baterai tahun itu masih mimpi belum terbukti ga ada yg membuktikan sampe selama itu palingan rb km udah minta baterai baru,positive,0.9955309
kalimat di paragraf terakhir loe bertolak belakang brobrbrloe pengguna electric vehicle tapi gk akan balik lg ke electric vehicle,positive,0.9966785
febrianbukti udah ada bluebird pake electric vehicle byd dan terbukti temvus km dan belum rusak,negative,0.7395631
febrian bluebird rb km,neutral,0.9978606
saya akui naik mobil electric vehicle enak2 saja. tapi paling lucu kalo liat ada badut electric vehicle mengagungkan punya electric vehicle itu bisa,negative,0.8994946
ga usah takutin deh sekarang ada promo ya ambil aja dulu promo nyabrbrsubsidi listrik jauh lebih murah dibanding bantuan pemerintah bahan bakar fosil yang lebih masuk akal pemerintah akan mencabut bantuan pemerintah bahan bakar lebih dulu daripada pemerintah mencabut bantuan pemerintah listrik brbrcoba aja ketika premium makin langka mesin diesel makin langka masih jaman kah tahun masih ngantri di pom bensin,positive,0.78413725
kok please ulasan plus minusnya hyundai cretadan cara perawatan ny,positive,0.6492847
takut bengkel nya tutup si kam pret ini,neutral,0.6832238
iya anjlok aja harga electric vehicle jangan di pake biar saya aja yg beli dan pake gw pake binguo bulan langsung rb km se fun itu memang,positive,0.8789092
baru bln ya fun nanti kalau sudah tahun baru pusing dan menyesal,positive,0.99914014
sorry to say you ulasan nya terlalu dangkal bro jadi terkesan lu seperti dibayar pabrikan motor japan yg saat ini ketakutan penjualannya makin nyungsep boss toyota jepang saja sampai bilang bahwa kedepan akan banyak memecat karyawan karena mobil ice makin turun penjualannya secara globalbrbrharus nya lu hitung jugabr penghematan bahan bakar minyak selama tahunbr penghematan pajak selama tahunbr penghematan biaya perawatan bulanan selama tahun oli mesin filterfilter biaya service vbelt dll,positive,0.9945427
jh harus nya dia hitung juga dampak pemerintah kalo sudah stop impor bahan bakar minyak stop bantuan pemerintah bahan bakar minyak lagi dan akhirnya bisa penghapusan hutang negara karena listrik bisa jadi bahan bakar mumpuni dan dibantu pembuatan fasilitas stasiun pengisian kendaraan listrik umum yang tersebar dari sabang sampai merauke oleh pemerintah dan swasta semua truk kontainer diganti semua dengan electric vehicle saya juga yakin bumi indonesia makin hijau dan kota kota bebas polusi tinggal pemerintah pikirin caranya convert pln dari pemakaian bahan bakar batubara,negative,0.9596336
jembutt,negative,0.99854976
penghematan pajakbbm suku cadang dalam tahun paling cuma jt an udah habis itu duit yg dihemat kalo gw jual mobil nya dalam tahun boro nunggu tahun,positive,0.9914937
memangnya baterai electric vehicle sampai tahun,neutral,0.96026915
buzer mobil jepang korea,neutral,0.99489415
karena bengkel ndak ada pemasukan,positive,0.7261471
kalo beli sesuatu hendaknya ditimangtimang dulu sblm memutuskan kalo dah yakin lekas gas jalanin,neutral,0.63010687
"kalo menurut gw, koreksi kalau salah ya..1. yang membuat mobil electric vehicle bekas harganya anjlok bener, terutama pada mobil electric vehicle yang mempunyai lifetime garansi ini sebenarnya pada service ini, karena lifetime warrantynya tidak bisa d pindah tangankan. jadi membuat pembeli bekas berpikir panjang untuk mengambil kecuali harganya memang murah banget, karena pindah tangan garansi void. kalo selisih harga bekas baru hanya 40-50juta, mending ambil baru, ga perlu pusink, walaupun claim warrantynya itu mungkin banyak",positive,0.9881876
yang garansi thn nya masih tetap berlaku coba konfirmasi dulu ke dealer,neutral,0.9979819
cuma yg garansi tahun kan sebenarnya menurut saya ga guna kalo dari yg suda menggunakan electric vehicle yg lama d negeri sebelah rata baru bermasalah baterai d tahun k atas,positive,0.99773705
itu mobil hybrid kali pakbrbrbattery electric vehicle itu ratarata memiliki usia km itu pun untuk jenis baterai lithium ion sementara lfp bisa lebih dari km juta kmbrbrsekarang saya tanya butuh berapa tahun buat nyentuh di angka km,neutral,0.9917704
" yoi.. itu menurut d atas kertas ya pak. tapi kenyataan d lapangan apakah seperti demikian. coba search dolo datanya pak, jangan cuma berdasarkan kertas aja. lampu led yg selalu kita beli juga d cetak d kotak pemakaian 10.00 jam, ",positive,0.9891802
mobil electric vehicle bukan urusan harganya melainkan urusan masa depan umat manusia dibumi yg terbukti semakin hari semakin panas bumi kita ini karena kendaraan berbahan bakar makin banyak ya otomatis makin banyak gas buangnya coba aja kalian bangun pagi naik diatas gedung apakah setiap hari dapat melihat langit biru tanpa kabutsekarang eletrik saya yakin dikemudian hari sdah pakai fusi nuklir saya yang sudah umur sangat mendukung upaya orang pintar yang punya citacita memperbaiki kerusakan bumi ini dari kerusakan yang disebabkan oleh manusia sendiri,negative,0.698063
electric vehicle bersih nggak sepenuhnya bener pakbrbrbahan baku baterai berasal dari tambang mineralmineral bumi tambang merusak lingkungan secara masifbrbrpasokan listrik di indonesia ga sama dengan negara skandinavia dimana pasokan listrik indonesia mayoritasnya masih pake pembangkit listrik tenaga mesin diesel dan batu bara bukan pembangkit listrik tenaga alternatif jadi polusinya cuman pindah dari jalan ke pembangkit listrikbrbruntuk mengimpaskan kerusakan lingkungan yang dibuat dari proses pembuatan electric vehicle dan mulai benarbenar menjadi kendaraan yang tidak merusak lingkungan menurut penelitian setidaknya electric vehicle butuh dipakai minimal selama ribu mil sekitar ribu km terlebih dahulubrbrjadi ya pada ujungujungnya bersihnya sebuah kendaraan transportasi tergantung kondisi negaranya juga kalo di indonesia untuk saat ini electric vehicle masih tetap mengotori alamcuman mindahin polusi dari jalan ke pembangkit listrik kedepannya mungkin bisa jadi electric vehicle memang menjadi opsi kendaraan yang bersih,positive,0.8516063
paling benar transportasi publik umum kalau bicara kerusakan bumi ntah bahan bakar minyak fosil atau electric vehicle tetap ya transportasi publik electric vehicle ya shortcut emisi ke euro vi dengan cara cepat kalau semakin membludak electric vehicle kendaraan pribadi di indo ya bagus tapi jika tidak diimbangi transportasi publik ya sama aja bohong pembatasan emisi bukan hanya dengan memakai kendaraan pribadi tapi pembatasan untuk kepentingan pribadi beda ya ceritanya kendaraan pribadi yang dipakai wara wiri untuk usaha dkk ini hitungannya bukan kepentingan pribadi tapi hajat banyak orang juga misal jualan pakaian dipakailah kendaraan pribadi untuk perpindahan barang yang cari nafkah ga cuma owner tapi staffnya jugabrterus gimana seandainya pembangkit tenaga listriknya sudah andalin tenaga panas bumi ini jauh lebih baik tapi misalnya jika dalam kota jakarta masih terjadi kemacetan yang sama dimana semuanya pemakai kendaraan adalah electric vehicle di tahun kedepan non sense kalau dibilang bebas emisi karena pembuangan emisi dalam kota masih tinggi karena pemakaian kendaraan dengan kepentingan pribadi walau dengan electric vehicle sekalipun setiap part bergerak tetap menghasilkan emisi solusi transportasi publik sama aja bohong pake kendaraan electric vehicle untuk ke pasar belanja bulanan ya yg paling bener transportasi publik ane dah merasakan bolak balik pasar bawa sayuran untuk bulanan naik bus perumahan atau terkadang sepedaan dan ini adalah wujud saya dalam membatasi emisi ngegawe atau cari hiburan ntah taman atau mall naik krl atau transjakarta mrt it will be different things ketika ke luar kota minim transportasi publik terpaksa pakai kendaraan pribadi walau sebenernya jengah juga ada satu kota padat luar biasa tapi ga ada angkot yg enak sebut saja bandung touring berkendara motor tetap jalan dengan kondisi penggunaan part secara optimal sehingga gaya hidup saya membatasi emisi tetap ada pembatasan emisi dimulai dari diri kita untuk mulai membatasi naik kendaraan pribadi dan naik transportasi umum,positive,0.9965107
solusinya jalan kaki sepeda transportasi umum brev sama sekali bukan solusi cuma mindahin knalpot mobil ke pembangkit listrik,positive,0.996067
